Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
American Express,American Express,348502578898120,Hortense Gunter,1399,12/2013,12/2015,3,6621,96000
Discover,Discover,6011508682657180,Erica O Roth,443,05/2016,05/2027,2,4920,31800
Diners Club International,Diners Club,30162643956263,Shae Y Cortese,256,02/2007,02/2008,18,4063,55700
Japan Credit Bureau,JCB,3532704331393452,Manuel L Rios,359,09/2011,09/2015,27,1388,98100
Visa,Citibank,4103899011268623,Isaias B Ballesteros,876,12/2008,12/2020,17,4522,44200
Master Card,Citibank,5410878476744315,Ethel Schmidt,632,05/2008,05/2018,23,1668,69300
Visa,Chase,4751675400114197,Stephan Schubert,916,06/2016,06/2025,24,4961,154200
Discover,Discover,6011528293969253,Michele E Rush,993,11/2013,11/2025,6,7757,167900
Japan Credit Bureau,JCB,3587861243560141,Jaqueline Ellinger,808,01/2017,01/2037,15,0719,117300
Japan Credit Bureau,JCB,3572450764997366,Alan Camacho,613,04/2008,04/2011,5,9661,190400
American Express,American Express,343830299493771,Merry W Pickett,2156,11/2009,11/2013,18,3731,148200
Japan Credit Bureau,JCB,3532124861299534,Jonathan Figueroa,455,05/2013,05/2026,16,5710,112200
Japan Credit Bureau,JCB,3588689223809355,Ira Peer,496,02/2014,02/2022,14,6581,172700
Master Card,Chase,5369919888230575,Lee W Tillman,780,10/2008,10/2022,19,5419,26800
Japan Credit Bureau,JCB,3578307682732081,Darron S Deckard,429,10/2007,10/2018,10,8931,108700
American Express,Bank of America,370360875691545,Annie D Moody,2166,05/2008,05/2020,25,5190,157700
Master Card,Wells Fargo,5228630765304091,Raymond E Lockman,608,11/2009,11/2014,8,5398,112400
Master Card,Bank of America,5168275918532222,Melissa Q Arnold,502,11/2011,11/2022,3,9692,26700
Discover,Discover,6011348453505338,Billie G Metzger,301,08/2016,08/2029,26,6436,129200
Discover,Discover,6011331152490622,Dennis G Castillo,279,12/2011,12/2025,8,4199,83500
Japan Credit Bureau,JCB,3534291035260193,Kandis Harrell,402,03/2012,03/2017,10,6293,40800
Diners Club International,Diners Club,30916241141176,Wanda R Skinner,175,10/2008,10/2014,17,5740,31500
Diners Club International,Diners Club,30948706829896,Michal Y Brice,581,09/2007,09/2008,18,4593,31500
Visa,Citibank,4528061200170055,Harry Vazquez,207,03/2015,03/2021,13,3326,103100
Visa,Chase,4033266953710043,Kelly C Baty,206,01/2009,01/2021,26,0623,89100
Discover,Discover,6011229027912061,Victor Newton,380,10/2012,10/2023,18,0114,182400
Discover,Discover,6011396151578453,Olga Simard,728,03/2011,03/2031,12,1872,69900
Japan Credit Bureau,JCB,3542768414965039,Clarence S Riggs,635,03/2011,03/2028,19,2779,83900
Japan Credit Bureau,JCB,3537695357106957,Jan Simmers,505,12/2016,12/2032,28,0890,97600
Diners Club International,Diners Club,30250863345802,Tyler R Noble,038,11/2009,11/2013,19,5938,162300
Japan Credit Bureau,JCB,3572210549293394,Tamekia T England,907,06/2008,06/2010,27,7030,161400
Diners Club International,Diners Club,30332749140332,Carolyn L Dunn,359,08/2013,08/2021,16,1917,143100
Master Card,Chase,5195598082978948,Leida T Sproul,359,12/2013,12/2015,3,2142,105900
Diners Club International,Diners Club,30919728039772,Jesse V Charles,769,02/2011,02/2027,8,8688,197200
Discover,Discover,6011691430365221,Carlos Lewin,387,06/2012,06/2017,11,1762,115300
American Express,U.S. Bancorp,377920202334847,Greg G Marshall,5610,08/2011,08/2029,15,1279,152900
Master Card,Capital One,5447393677769209,Elissa Lamp,042,09/2010,09/2029,18,5884,129700
Master Card,Citibank,5386625632528607,Dolores I Dudley,540,10/2014,10/2026,21,4475,13700
American Express,American Express,370235606696726,Rudolph W Ivy,7819,08/2008,08/2024,4,5858,98600
Discover,Discover,6011521790243942,Sherry Rodriquez,955,07/2008,07/2018,6,7119,51300
Discover,Discover,6011980236383128,Cleta X Kunz,856,03/2014,03/2031,5,6483,176500
Visa,Bank of America,4831050341024646,Yolanda O Mcintyre,335,03/2013,03/2016,14,0827,124700
Diners Club International,Diners Club,30349230927605,Mirna R Segura,926,01/2017,01/2019,24,4861,200000
Discover,Discover,6011857079377161,Mario Byers,937,05/2009,05/2013,8,8433,12200
Master Card,Capital One,5137560485595753,Aldo T Dunn,538,11/2007,11/2013,10,0070,116800
Discover,Discover,6011661789752261,Jean B Gamble,820,04/2015,04/2033,3,9969,122000
Diners Club International,Diners Club,30060839123658,Benton E Gooding,223,09/2015,09/2034,28,0221,40400
Diners Club International,Diners Club,30232558053693,Maurice D Blanchard,118,03/2009,03/2022,12,6496,91400
American Express,American Express,378540065183351,Moises T Haun,9808,04/2013,04/2020,18,5955,175200
Japan Credit Bureau,JCB,3551983256958632,Debra C Hogan,259,01/2014,01/2020,10,4604,57000
Visa,Chase,4231712914741411,Armando W Pope,451,09/2014,09/2029,3,1954,142400
American Express,American Express,377354871131328,Chad Gregory,1596,09/2017,09/2022,17,6885,111100
Master Card,Capital One,5368768717515354,Neil U Maurice,655,06/2014,06/2028,19,0523,136500
Visa,GE Capital,4527576067600770,Veronica P Graham,458,07/2015,07/2033,21,6194,159100
Discover,Discover,6011274889125584,Jackie Mikell,442,08/2014,08/2022,25,3796,115600
Master Card,Citibank,5104141679316592,Eleanor S Odom,787,08/2011,08/2024,18,4017,161700
Japan Credit Bureau,JCB,3546787310445413,Sari E Tudor,001,01/2009,01/2029,17,3649,121700
Discover,Discover,6011640130394833,Alex K Poole,121,10/2017,10/2018,1,5745,29900
Japan Credit Bureau,JCB,3543751122260330,Hugh Y Liu,364,02/2015,02/2017,4,0860,120600
Master Card,Bank of America,5390907353650560,Carolyn Boyle,462,04/2007,04/2011,26,8180,10800
Master Card,USAA,5244843301922991,Monroe V Scanlan,973,06/2013,06/2024,25,7598,79500
Japan Credit Bureau,JCB,3556276763974886,Danny M Head,819,05/2008,05/2017,3,7082,168100
American Express,American Express,346604775773429,Dustin G Kaplan,2663,05/2013,05/2024,5,9791,99800
Japan Credit Bureau,JCB,3558324076298854,Katherine E Kline,639,12/2011,12/2028,9,5059,80400
Master Card,Citibank,5283046336400908,Burton Durham,057,03/2008,03/2025,8,8437,86400
American Express,American Express,342313083727770,Lewis I Quinn,3558,01/2014,01/2018,6,2634,117800
Master Card,Bank of America,5470957601010755,Melania Ketron,149,09/2011,09/2019,9,1427,196500
Diners Club International,Diners Club,30122271395580,Dustin C Moore,607,10/2016,10/2023,21,7774,190500
Diners Club International,Diners Club,30956532951719,Joaquin A Holden,133,07/2011,07/2025,24,9935,124300
Japan Credit Bureau,JCB,3539510036337964,Christopher Z Lyons,206,04/2010,04/2029,9,1718,88200
Master Card,Wells Fargo,5473713378475003,Dante Klotz,000,05/2016,05/2034,21,5946,80300
Diners Club International,Diners Club,30555905015274,Lisa O Pitts,087,04/2014,04/2023,9,1404,60800
Diners Club International,Diners Club,30900069143373,Sammy J Whitesell,534,08/2016,08/2029,17,9973,94900
Diners Club International,Diners Club,30515393939161,Kathy D Oneal,271,09/2013,09/2025,21,1312,148400
Visa,Citibank,4130779065505004,Lyle Z Hargrave,729,04/2016,04/2031,19,0534,31300
Diners Club International,Diners Club,30053240211972,Jonathan Cooley,695,05/2010,05/2022,12,0027,50800
Japan Credit Bureau,JCB,3560895074859587,Joey O Rickard,954,06/2011,06/2020,5,9451,72500
Diners Club International,Diners Club,30162149506000,Wendy S Frank,183,06/2017,06/2032,27,9346,39900
Master Card,Citibank,5196450350177531,Delinda H Nixon,468,11/2016,11/2027,14,9531,171100
Visa,Chase,4589515729484681,Vernon J Mathis,850,12/2017,12/2035,13,6241,45700
Master Card,Bank of America,5420977520681537,Robt J Clevenger,595,03/2013,03/2028,18,3691,33400
Visa,First National,4792012985495083,Roy D Blankenship,945,05/2015,05/2035,27,0475,178200
Japan Credit Bureau,JCB,3532025625997760,Mei J Tinker,255,02/2014,02/2027,16,7093,120800
Master Card,Chase,5254558662218691,Joseph R Swanson,250,05/2009,05/2010,11,3205,100700
Discover,Discover,6011042340461330,Roosevelt D Winkle,688,05/2009,05/2018,25,6347,13600
Diners Club International,Diners Club,30048951491243,Mary E Joyce,577,07/2014,07/2029,12,4366,39600
Japan Credit Bureau,JCB,3531976402240827,Eileen Y Trueblood,245,09/2015,09/2026,23,2348,37800
Visa,GE Capital,4809517199282060,Louis O Sellers,333,11/2011,11/2026,28,9163,183000
Japan Credit Bureau,JCB,3540722157029596,Dwayne Greenhaw,430,02/2009,02/2019,28,5808,123600
Master Card,Bank of America,5108419754021733,Bernice D Mitchell,479,10/2013,10/2020,12,6475,17400
Discover,Discover,6011624425875821,Toney V Barrow,869,11/2013,11/2018,2,7047,179500
Discover,Discover,6011624834128952,Mario H Dennis,808,06/2015,06/2022,24,4481,150800
Diners Club International,Diners Club,30915373627846,Eilene N Caswell,317,10/2009,10/2029,27,4105,40200
Japan Credit Bureau,JCB,3561239058724559,Judith Allen,550,03/2010,03/2029,10,1333,94700
Visa,Chase,4975859157182785,Rufus T Maxey,810,09/2016,09/2031,5,5729,133200
Master Card,Bank of America,5376121638755859,Bernice J Jordan,944,06/2015,06/2031,5,1173,160200
Diners Club International,Diners Club,30145239538454,Laurie Staggs,245,04/2011,04/2023,16,8319,67400
American Express,American Express,342814569219166,Sherry R Livingston,6704,01/2015,01/2023,2,8322,84700
Japan Credit Bureau,JCB,3557408071578500,Hugh W Dehaven,958,10/2008,10/2011,17,8369,186400
American Express,Bank of America,376578922288841,Derrick T Solomon,8972,05/2009,05/2018,6,4935,169200
Visa,Chase,4879768067044455,Ione F Cleaver,112,08/2009,08/2022,19,4486,152700
Master Card,Citibank,5201073502578761,Jeanette Hobbs,390,04/2012,04/2026,8,9959,108800
American Express,USAA,342478952961303,Lanita O Mcmasters,8567,12/2007,12/2024,12,5539,81200
Visa,Bank of America,4725224219185859,Justin P Dotson,451,10/2009,10/2025,18,9677,59700
Visa,GE Capital,4791531881378987,Aaron G Aviles,541,12/2015,12/2028,21,4003,92500
Visa,Chase,4000394107066580,Troy T Burch,479,09/2010,09/2013,3,2679,172300
Visa,U.S. Bancorp,4278574205294557,Florene M Baillargeon,917,05/2011,05/2027,7,6063,99500
Visa,Chase,4108554750964545,Bobby T Burke,129,07/2010,07/2026,15,4552,186600
Master Card,Bank of America,5494956429359487,Adan K Burch,674,10/2011,10/2023,9,2535,164500
Discover,Discover,6011384908923800,Ramon H Russell,733,08/2010,08/2019,2,0112,166800
Master Card,Capital One,5500328179709562,Waldo G Borders,965,09/2010,09/2016,17,7174,102800
Visa,Barclays,4720312820492106,Sue K Barrett,087,03/2008,03/2025,2,3489,74100
Visa,Chase,4376028706863965,Tatum J Lerma,755,04/2011,04/2029,5,1421,97000
Japan Credit Bureau,JCB,3569952425650180,Kathryn Mcneil,146,11/2013,11/2020,6,8869,111100
Diners Club International,Diners Club,30980901314598,Jesus N Troy,650,10/2010,10/2028,13,7167,141500
Discover,Discover,6011637871019413,Earl F Grimes,089,01/2012,01/2032,4,7223,10700
Japan Credit Bureau,JCB,3560246261096239,Libby Y Suter,204,01/2014,01/2021,12,1578,177000
Master Card,Citibank,5424620786695280,Anita Z Moore,031,05/2012,05/2016,11,6817,59200
Visa,GE Capital,4439909078634800,Gianna X Piper,859,06/2010,06/2021,4,0560,160600
American Express,American Express,344788180969367,Theresa W Riggs,2768,10/2016,10/2036,15,7828,30400
American Express,USAA,370484397053552,Margarito F Easterling,1555,10/2012,10/2020,2,9912,124300
Japan Credit Bureau,JCB,3564560005163428,Alfred L Clay,360,10/2012,10/2014,3,3868,55500
American Express,American Express,340688484019816,Nichol W Budd,8575,06/2009,06/2010,10,5747,133700
Diners Club International,Diners Club,30118422932453,Glenn V Garza,382,11/2007,11/2014,1,5746,81900
Discover,Discover,6541066870623216,Clorinda Montes,907,12/2012,12/2030,15,8220,104600
American Express,American Express,375112717039382,Nicole D Reed,0321,10/2011,10/2030,7,5255,138100
Diners Club International,Diners Club,30082858515358,Renetta B Fetter,011,11/2017,11/2030,15,5155,53900
Visa,Wells Fargo,4106137684237733,Calvin J Jacobs,530,12/2013,12/2026,2,9320,55600
Japan Credit Bureau,JCB,3554992515482679,Joesph E Chamberlain,565,10/2014,10/2028,23,4599,78500
Discover,Discover,6011889137262044,Albert Blanchard,049,03/2014,03/2017,6,7312,198800
Visa,Wells Fargo,4971540533391365,Floyd A Harvin,118,07/2009,07/2011,11,7901,162200
Diners Club International,Diners Club,30390488667006,Lorraine G Lowery,059,09/2015,09/2020,11,6826,47600
Master Card,Bank of America,5333465785469984,Jay N Clift,324,11/2011,11/2025,15,7350,149600
American Express,American Express,371250611868144,Antonio Christian,9797,04/2016,04/2019,13,5761,81400
Diners Club International,Diners Club,30574406540318,Lincoln K Grosso,481,11/2014,11/2028,22,4949,83700
American Express,American Express,346701561751625,Curtis N Harrison,1725,10/2011,10/2013,5,0999,101600
Master Card,Citibank,5286991955596170,Angla S Jeffcoat,610,09/2012,09/2018,13,1386,199000
Master Card,Capital One,5363011527064643,Ellen H Stout,158,03/2016,03/2027,26,6489,107300
Master Card,Barclays,5331685876010213,Stacee G Fairfield,721,03/2007,03/2023,21,6761,101700
Discover,Discover,6011756765488284,Lorraine X Farley,391,12/2011,12/2026,4,6072,187900
Discover,Discover,6227983905977071,Jamie Butterfield,287,02/2017,02/2032,6,7136,137400
Master Card,Chase,5209795178100999,Jeremy Chandler,501,04/2010,04/2016,5,8830,128200
Japan Credit Bureau,JCB,3563936006896672,Chasidy P Gregor,818,07/2007,07/2015,25,3461,198000
Master Card,Citibank,5419096114016118,Beatrice B Norman,075,10/2015,10/2035,8,7301,40000
Visa,Citibank,4510424804772702,Seth Futch,766,02/2010,02/2012,4,1956,15500
Discover,Discover,6227673251713747,Renee L Beasley,977,06/2012,06/2015,8,1347,146600
American Express,Bank of America,373263395635108,Lindsey Q Sauter,6771,07/2007,07/2011,26,7487,91700
Master Card,Citibank,5423752929721953,Steven Miranda,844,01/2009,01/2010,11,3001,179700
American Express,American Express,345370735340680,Dylan Z Spitz,2775,07/2017,07/2022,20,4028,181200
Japan Credit Bureau,JCB,3557479345220401,Rebecca O Todd,444,06/2016,06/2025,12,0111,33700
Japan Credit Bureau,JCB,3528004688627719,Brice Y Merritt,964,02/2010,02/2021,12,8745,85900
Japan Credit Bureau,JCB,3561439602763190,Andrew Rodriguez,463,02/2011,02/2030,9,9073,137500
Discover,Discover,6452439058622481,Kevin Z Ribeiro,174,10/2010,10/2011,19,8775,153800
Visa,PNC,4077358153034121,Phillip I Richardson,259,09/2014,09/2015,11,9487,55300
Diners Club International,Diners Club,30212532158107,Jonah U Paynter,044,09/2008,09/2010,3,2271,60600
Visa,Citibank,4683576258666739,Alfred C Gilliam,494,09/2007,09/2008,27,6037,142900
Discover,Discover,6011792349535894,Diego Belknap,884,03/2017,03/2020,3,7759,17100
Master Card,Wells Fargo,5378596772895108,Greg P Craig,570,08/2017,08/2030,15,5409,114200
Discover,Discover,6468395619048131,Estella J Tobin,158,03/2016,03/2025,26,8382,33900
Discover,Discover,6011244762281903,Cynthia O Bolton,820,02/2014,02/2033,3,8564,10300
Japan Credit Bureau,JCB,3542502831080514,Providencia Spinner,520,04/2007,04/2018,28,0091,149400
Discover,Discover,6222189628472508,Benjamin M Britt,875,06/2014,06/2016,24,1168,181000
Japan Credit Bureau,JCB,3583196920548125,Hong Ragan,781,09/2008,09/2025,23,5337,11000
Discover,Discover,6011758044124102,Howard T Hudson,882,12/2017,12/2029,24,7507,164200
American Express,USAA,344055851590397,Johnnie Alexander,9971,08/2014,08/2028,23,6340,49700
Visa,Barclays,4179495417122065,Travis Brewer,100,10/2007,10/2016,16,5687,11800
Visa,Cabela’s WFB,4496573166311174,Kortney I Lyle,517,06/2015,06/2026,12,4488,69900
Diners Club International,Diners Club,30341717857900,Audrey Brady,604,01/2010,01/2026,27,4432,49800
Master Card,Capital One,5401559600854789,Lon V Boone,304,07/2011,07/2028,20,4932,63700
American Express,American Express,377626581328876,Janet P Suarez,2907,02/2010,02/2020,14,4306,54500
American Express,USAA,373333881095867,Wendell P Tse,1055,07/2009,07/2016,9,7940,115100
Master Card,Citibank,5187288875195195,Ana K Albert,184,01/2017,01/2026,22,8649,13000
Visa,Chase,4984712687043069,Chloe L Holloway,458,06/2014,06/2026,7,1065,115900
American Express,Bank of America,340956762004135,Rodney N Noel,0380,11/2014,11/2022,2,2062,120400
Japan Credit Bureau,JCB,3586949411127925,Valentin C Tait,184,08/2008,08/2026,2,8707,58500
Visa,Citibank,4757367535573752,Kelly Banks,052,05/2013,05/2029,4,6741,187000
Master Card,Capital One,5269402147554078,Waneta Q Goodnight,594,04/2013,04/2027,14,8108,198700
Master Card,Barclays,5291188783474844,Amy Kim,957,02/2011,02/2012,16,9472,195700
Master Card,Capital One,5184550986196245,Ernest G Saldana,188,02/2010,02/2030,3,3366,48600
American Express,U.S. Bancorp,378156008723987,Dan Mills,4593,07/2013,07/2018,19,4602,186000
Master Card,USAA,5112356520916032,Mason S Nathan,252,12/2015,12/2035,3,1510,150800
Master Card,Chase,5432870826217195,Jerry Q Hyde,891,04/2010,04/2023,10,0809,159200
Discover,Discover,6011455450952866,Larry Reyna,327,02/2014,02/2025,11,7216,176100
Japan Credit Bureau,JCB,3531682571255865,Gloria B Alvarado,010,06/2007,06/2008,10,1961,177700
Master Card,Capital One,5372370803722566,Preston E Pendergrass,631,08/2015,08/2032,22,5209,51400
Discover,Discover,6011431728113060,Esther Dixon,946,08/2010,08/2029,15,4892,117600
Japan Credit Bureau,JCB,3580200346026287,Rod Falls,469,06/2017,06/2018,14,1932,37200
Discover,Discover,6221458367884582,Lois G Stanley,829,04/2010,04/2019,5,9416,102000
Master Card,Bank of America,5393553822242485,Jenna U Conyers,762,06/2012,06/2024,28,0532,92700
Discover,Discover,6011259050522677,Jacqueline M Erickson,917,03/2014,03/2019,28,8359,28800
Visa,Chase,4095480226280438,Loretta D Mazur,505,12/2013,12/2017,1,5724,55600
American Express,U.S. Bancorp,374391071164546,Leonard Larsen,2982,08/2016,08/2018,8,7966,77700
Discover,Discover,6011549591255849,Columbus Wille,224,06/2016,06/2025,28,7607,119700
Japan Credit Bureau,JCB,3536777450887674,Diana I Richmond,320,09/2015,09/2017,10,1452,132200
Japan Credit Bureau,JCB,3535399827146527,Shaunte Fullmer,960,03/2011,03/2030,2,5988,190400
